id,distance_from_office,salary_range,gas_price_per_litre,public_transportation_cost,wfh_prev_workday,workday,tenure,work_home_actual
40,10.30348695,20K - 40K,2.330248816,8.95443857,TRUE,Wednesday,6.557148646,1
41,10.52982786,20K - 40K,2.345255008,4.588815123,TRUE,Wednesday,0.110059305,1
42,17.71170539,0 - 20K,1.445650219,6.872715183,TRUE,Wednesday,6.815624134,1
43,3.385260268,0 - 20K,2.26101525,7.975648413,TRUE,Thursday,6.726866517,1
44,0.423564518,60K+,2.29458511,8.895714386,FALSE,Wednesday,1.487190591,1
45,0.606873728,0 - 20K,2.032315647,7.397949298,TRUE,Thursday,1.927629579,0
46,2.257233429,40K - 60K,2.292812031,8.842067779,FALSE,Thursday,1.017644452,1
47,10.68071771,20K - 40K,2.3042539,4.801704538,TRUE,Thursday,0.111071992,1
48,10.56394085,0 - 20K,1.676277809,8.875833095,TRUE,Friday,6.789213504,0
49,6.610590356,60K+,2.113486108,6.398242157,FALSE,Thursday,0.069947305,1
50,1.80762064,20K - 40K,2.391815785,8.417873923,FALSE,Monday,1.220154204,1
51,1.161193272,20K - 40K,2.332515671,8.687807277,FALSE,Tuesday,1.614859552,1
52,12.19241631,20K - 40K,2.082587285,8.420416813,TRUE,Tuesday,6.181693879,1
53,10.89360502,20K - 40K,2.300104328,7.932922004,FALSE,Wednesday,0.291363883,1
54,13.21431546,40K - 60K,2.253448511,7.744336404,FALSE,Friday,0.398841153,1
55,10.35159256,0 - 20K,1.541789412,8.806243663,TRUE,Friday,6.749803308,0
56,1.444377179,0 - 20K,1.967042356,8.13123359,TRUE,Monday,6.093308245,0
57,0.322808171,0 - 20K,1.438663466,7.212490091,FALSE,Friday,5.75181818,0
58,1.211758946,20K - 40K,2.313588447,8.745678012,FALSE,Tuesday,1.409060367,1
59,0.699967305,40K - 60K,2.384996775,8.706052152,TRUE,Wednesday,5.998274016,1
60,10.0457843,20K - 40K,1.89638021,4.157542641,FALSE,Friday,6.680694132,0
61,5.112185482,60K+,2.389500484,5.147498022,TRUE,Monday,4.40015226,0
62,1.552398916,20K - 40K,2.395968257,7.681303769,TRUE,Wednesday,1.12337008,1
63,0.806890395,40K - 60K,2.3758472,8.663942812,TRUE,Friday,6.038809355,1
64,10.80917396,0 - 20K,2.011395525,8.686796911,TRUE,Friday,6.587708217,1
65,0.659943347,20K - 40K,2.292969138,4.447118681,TRUE,Wednesday,6.604617512,0
66,0.470225053,0 - 20K,1.410123886,7.535446066,FALSE,Thursday,5.285965976,0
67,5.205300832,0 - 20K,1.900147794,6.913414274,TRUE,Friday,6.84042447,1
68,0.848112966,0 - 20K,2.319624439,7.295090915,TRUE,Monday,6.943945656,1
69,8.714698536,0 - 20K,1.417441552,8.56548375,FALSE,Thursday,6.850972323,0
70,0.160325845,20K - 40K,2.136781888,8.854368696,TRUE,Thursday,4.00822891,1
71,1.212600395,20K - 40K,1.971453152,5.335884514,FALSE,Friday,3.253992299,0
72,1.977482097,60K+,1.948747454,4.619060747,TRUE,Wednesday,5.118274533,0
73,6.780882297,0 - 20K,1.878577647,8.590796433,FALSE,Thursday,6.120310477,0
74,0.892371317,40K - 60K,2.253062142,8.082587926,FALSE,Friday,0.235637887,1
75,0.806487217,0 - 20K,1.450948125,8.010430234,FALSE,Thursday,6.449006112,0
76,1.212364396,40K - 60K,2.086412438,7.291144348,TRUE,Wednesday,5.089009905,1
77,3.862158781,20K - 40K,2.349535751,8.57233291,FALSE,Wednesday,1.056198902,1
78,12.80942884,0 - 20K,1.838526821,8.922784153,TRUE,Thursday,6.619925925,0
79,1.261096668,0 - 20K,2.27323584,7.348215822,TRUE,Thursday,2.730005065,0
80,7.624194531,0 - 20K,1.642742473,4.084110969,FALSE,Friday,6.629639212,0
81,1.782712368,40K - 60K,2.389005955,5.557383439,TRUE,Monday,5.826372256,0
82,7.282044425,0 - 20K,1.546898878,8.674104504,FALSE,Friday,5.836986292,0
83,0.074127781,0 - 20K,2.031549296,8.975697423,FALSE,Monday,6.886725655,1
84,1.279647229,20K - 40K,2.177184109,8.430001492,FALSE,Monday,0.420750259,1
85,13.86948154,40K - 60K,2.379071255,7.513533355,FALSE,Wednesday,0.053835448,1
86,2.411776794,40K - 60K,2.361155514,8.892972081,TRUE,Monday,4.242596992,1
87,3.394678526,0 - 20K,1.449001141,8.489357045,FALSE,Tuesday,6.220892798,0
88,2.875235351,20K - 40K,2.279781593,6.847881006,TRUE,Tuesday,3.585636229,0
89,0.427121929,0 - 20K,2.194555524,8.10360584,TRUE,Monday,2.208004176,1
90,0.61045041,60K+,2.390540496,6.33194635,TRUE,Monday,0.79746539,0
91,8.839091046,0 - 20K,1.798186795,8.87136539,TRUE,Friday,5.577434686,0
92,4.500699734,20K - 40K,2.300808047,8.765355065,TRUE,Wednesday,5.129378043,1
93,1.841636295,20K - 40K,2.382057117,8.276666072,TRUE,Friday,3.962117249,1
94,5.410169289,0 - 20K,2.3106524,4.565848373,TRUE,Thursday,4.964557023,0
95,2.075994703,20K - 40K,1.936760559,6.837279856,TRUE,Thursday,3.388319323,1
96,11.40053607,0 - 20K,2.228317621,8.813482171,FALSE,Friday,1.204286641,1
97,0.058008373,60K+,2.382532555,8.021871035,TRUE,Thursday,2.855961969,1
98,14.87046696,0 - 20K,1.578842122,8.792560612,FALSE,Friday,6.828068752,0
99,4.737553112,0 - 20K,2.278987107,8.897558165,TRUE,Monday,5.646839544,0
100,1.057656746,0 - 20K,1.425867351,7.325400363,FALSE,Thursday,5.892078215,0
101,5.149580498,40K - 60K,2.342362562,4.556342204,TRUE,Wednesday,0.688300835,0
102,6.145958539,20K - 40K,1.793329961,4.862880839,TRUE,Thursday,5.734050378,0
103,4.104069208,40K - 60K,2.182231075,4.112182733,TRUE,Friday,5.017981034,0
104,0.115068367,0 - 20K,1.624262161,7.819666666,FALSE,Monday,1.576753853,0
105,10.11810867,0 - 20K,2.040568231,8.560054252,FALSE,Wednesday,6.094697306,0
106,0.311773331,20K - 40K,2.312536393,7.530318448,TRUE,Tuesday,4.954552685,1
107,3.379200752,20K - 40K,1.923025747,4.91676863,TRUE,Wednesday,5.765274993,0
108,1.280311451,0 - 20K,2.278758346,7.761778618,TRUE,Wednesday,6.064592118,1
109,1.978605287,0 - 20K,2.225459842,8.121037884,FALSE,Monday,1.901390995,1
110,1.466038788,40K - 60K,2.388391824,4.330499345,TRUE,Monday,6.820424587,0
111,0.501998516,20K - 40K,2.387600877,4.663915447,FALSE,Tuesday,5.732334406,0
112,5.856850902,0 - 20K,1.586323831,8.419265182,FALSE,Monday,6.547399595,0
113,10.00211614,0 - 20K,2.259990076,5.185026954,TRUE,Wednesday,0.213763502,1
114,1.436827945,60K+,2.349365339,8.861111468,TRUE,Tuesday,5.531448373,1
115,0.896819065,0 - 20K,1.784699987,8.035149069,FALSE,Monday,5.909466283,0
116,5.028631938,40K - 60K,2.106519322,8.798034844,FALSE,Friday,0.806488174,1
117,7.407784453,40K - 60K,2.20952039,7.831999017,FALSE,Wednesday,0.506484677,1
118,1.351092871,40K - 60K,2.312822486,8.83568975,FALSE,Tuesday,0.386970095,1
119,0.908944168,20K - 40K,2.077820923,8.881823827,FALSE,Friday,2.669056866,1
120,0.183343663,20K - 40K,2.271430291,5.13941666,TRUE,Wednesday,4.039229547,0
121,8.248406799,0 - 20K,2.210714042,6.683711785,FALSE,Tuesday,0.191053568,1
122,17.68350608,0 - 20K,1.579432096,8.880718204,FALSE,Friday,6.900037073,0
123,1.491219557,0 - 20K,1.47299657,8.255843926,FALSE,Tuesday,2.203228444,0
124,12.61526527,20K - 40K,1.942458013,4.125881206,FALSE,Friday,6.819018381,0
125,0.821125282,0 - 20K,1.451357815,7.477870789,FALSE,Thursday,6.851517339,0
126,1.41457645,20K - 40K,2.342058744,7.172851288,TRUE,Tuesday,6.507071311,1
127,2.070810646,20K - 40K,2.172784288,6.423567205,TRUE,Thursday,6.613183207,1
128,0.287099648,20K - 40K,2.119355308,8.794632205,FALSE,Tuesday,4.014640284,1
129,8.69031801,20K - 40K,2.220557241,4.06205779,TRUE,Wednesday,6.939636944,0
130,3.1646617,20K - 40K,1.806105045,4.051257148,TRUE,Friday,6.885485004,0
131,0.034625858,60K+,2.394349001,4.322677096,TRUE,Monday,5.278745545,0
132,1.590608169,20K - 40K,2.064812443,4.55968281,TRUE,Wednesday,6.851778887,0
133,1.46271862,20K - 40K,2.255615767,8.243665959,FALSE,Monday,1.159461983,1
134,9.253339557,0 - 20K,2.096209314,4.328246508,TRUE,Friday,6.373281698,0
135,5.435494394,20K - 40K,2.133863361,8.795625265,FALSE,Wednesday,0.769259296,1
136,0.875176914,20K - 40K,2.381769894,8.849388285,TRUE,Monday,6.287210494,1
137,0.379308253,20K - 40K,2.372947977,5.259087917,TRUE,Monday,6.940486083,0
138,0.352260051,0 - 20K,1.808992312,8.035284968,TRUE,Monday,5.885140112,0
139,4.086437371,0 - 20K,1.522439644,8.460462934,FALSE,Thursday,6.031703139,0
140,0.452211747,40K - 60K,2.169971446,7.107867162,TRUE,Tuesday,5.803759338,1
141,3.896998043,40K - 60K,2.28407184,4.550573421,FALSE,Thursday,5.836902544,0
142,1.257384904,20K - 40K,2.334112796,8.657061752,TRUE,Friday,6.729555861,1
143,11.98625507,0 - 20K,1.510957796,4.438634085,TRUE,Friday,6.820977506,0
144,6.636544774,0 - 20K,1.536893761,8.679145388,FALSE,Friday,5.668081304,0
145,8.373193568,20K - 40K,2.317746443,8.881699483,TRUE,Thursday,4.37042029,1
146,0.910831579,0 - 20K,1.422849669,8.10688025,FALSE,Monday,4.68322349,0
147,3.493181162,0 - 20K,2.190855064,8.349202344,TRUE,Monday,6.444849453,1
148,5.802222362,0 - 20K,1.502532448,8.591414863,TRUE,Friday,6.958210467,0
149,0.568367738,60K+,2.396989742,7.147434453,TRUE,Monday,2.250034773,0
150,1.754045576,0 - 20K,1.561054656,8.1468467,FALSE,Tuesday,4.533811793,0
151,2.819722496,20K - 40K,2.335575401,6.301774674,FALSE,Wednesday,0.391100402,1
152,1.812511092,40K - 60K,2.273888685,8.509740325,FALSE,Thursday,0.488075042,1
153,2.092979542,0 - 20K,2.081049435,4.258696568,FALSE,Friday,6.649145063,0
154,2.523707343,0 - 20K,1.491016574,5.528155633,TRUE,Friday,6.46030985,0
155,12.32955871,0 - 20K,1.987112802,8.892813448,FALSE,Tuesday,5.657564126,0
156,5.960921761,0 - 20K,2.298628262,8.309259981,TRUE,Tuesday,6.906093857,1
157,14.31587351,20K - 40K,2.153757806,8.625520463,TRUE,Monday,6.802544919,1
158,0.376820362,60K+,2.387910543,8.78609993,TRUE,Monday,3.937249085,1
159,0.079813039,0 - 20K,1.49189727,7.272227838,FALSE,Tuesday,5.04271964,0
160,0.583680931,40K - 60K,2.320825112,4.955389309,TRUE,Thursday,3.699326697,0
161,0.571218353,0 - 20K,2.385968183,6.996886691,TRUE,Tuesday,6.60390169,1
162,9.215377321,40K - 60K,2.367462531,8.703724151,FALSE,Wednesday,0.633159046,1
163,1.805642895,40K - 60K,2.286582981,8.695822947,FALSE,Friday,3.89542279,1
164,0.648971276,20K - 40K,2.110743956,8.914295645,FALSE,Wednesday,1.968958273,0
165,4.384944889,60K+,2.079608383,4.134894855,TRUE,Thursday,4.58606083,0
166,0.118247437,0 - 20K,1.660520051,6.733306344,TRUE,Monday,0.844281489,0
167,7.528720646,0 - 20K,2.111080865,6.866619381,TRUE,Friday,6.241190711,0
168,8.181541182,0 - 20K,2.28570079,8.882949393,TRUE,Thursday,6.064723285,1
169,1.829550462,20K - 40K,2.039413702,6.385026566,FALSE,Wednesday,0.345592238,1
170,0.494560979,40K - 60K,2.329034769,8.248385762,TRUE,Wednesday,4.844817039,1
171,0.536546398,0 - 20K,1.64567497,5.194928873,TRUE,Friday,6.733355924,0
172,4.283831714,60K+,2.382899049,8.760371108,FALSE,Friday,0.349183476,1
173,0.363750229,0 - 20K,1.403331571,7.118937406,FALSE,Tuesday,4.839118676,0
174,3.271543533,60K+,2.010211721,7.888602946,TRUE,Thursday,6.165593849,1
175,1.015518051,20K - 40K,2.305358023,7.328883036,TRUE,Thursday,6.475298301,1
176,3.910554469,40K - 60K,2.357866657,8.903554841,TRUE,Thursday,5.079226275,1
177,0.663894712,60K+,2.388705598,4.266369208,TRUE,Monday,6.095901134,0
178,10.90487447,60K+,2.392372737,4.387452043,TRUE,Thursday,0.019529314,1
179,4.638221658,0 - 20K,1.770439982,8.714937372,FALSE,Tuesday,5.997027398,0
180,2.54686992,40K - 60K,2.347513369,8.318032273,FALSE,Tuesday,0.63922923,1
181,10.0491634,0 - 20K,1.523487598,8.47849324,FALSE,Friday,6.572965445,0
182,4.537783409,0 - 20K,2.079175863,7.559705479,FALSE,Thursday,0.681919934,1
183,8.144463712,20K - 40K,2.386997551,7.099002214,FALSE,Tuesday,0.511828725,1
184,1.063961175,0 - 20K,2.310018264,6.038720953,TRUE,Tuesday,6.426592065,0
185,2.890891839,0 - 20K,1.572994841,8.577397544,FALSE,Monday,3.992317555,0
186,2.491817622,40K - 60K,2.319510803,8.833472473,FALSE,Friday,0.527302732,1
187,1.618167197,40K - 60K,1.900785113,4.470539307,TRUE,Thursday,5.612591492,0
188,1.44848901,0 - 20K,1.475312394,7.547272679,FALSE,Tuesday,4.130372087,0
189,5.982256624,0 - 20K,1.73726589,8.765711474,FALSE,Tuesday,6.470849989,0
190,0.276153088,0 - 20K,1.695278597,7.633687576,FALSE,Tuesday,5.026456522,0
191,2.595367851,0 - 20K,1.468139784,8.281024853,FALSE,Thursday,6.500967589,0
192,0.756808632,20K - 40K,2.239817028,5.114224428,TRUE,Tuesday,6.131023209,0
193,0.450388658,60K+,2.39230491,8.67123901,TRUE,Tuesday,2.822219601,1
194,8.339758587,40K - 60K,1.863883667,7.362283811,TRUE,Thursday,5.363789822,1
195,1.403469677,40K - 60K,1.987535001,4.095319415,TRUE,Friday,5.370675872,0
196,13.79915857,0 - 20K,1.84455253,8.826287171,FALSE,Tuesday,4.318715837,0
197,17.61865591,0 - 20K,1.458672941,8.872113014,FALSE,Friday,6.886389536,0
198,2.196288051,0 - 20K,1.51616648,8.548835142,FALSE,Tuesday,4.364982566,0
199,7.940580637,20K - 40K,1.995775746,8.451584299,TRUE,Wednesday,6.335160198,1
200,5.788828531,0 - 20K,2.228250524,8.79069946,FALSE,Tuesday,5.718723156,0
201,0.739695872,60K+,2.257119102,8.787804104,TRUE,Thursday,2.256311088,1
202,3.677992192,60K+,2.312424786,4.077258714,TRUE,Wednesday,5.885709219,0
203,7.217291499,60K+,2.315653602,4.538413098,TRUE,Wednesday,4.907753174,0
204,2.100520205,40K - 60K,2.142603682,7.533256403,FALSE,Thursday,0.123788554,1
205,2.215519407,20K - 40K,2.135080994,8.853884257,FALSE,Thursday,1.813943376,1
206,4.415391132,40K - 60K,2.269750386,8.713650766,FALSE,Thursday,0.544995524,1
207,8.012879208,40K - 60K,2.37361315,7.719874748,FALSE,Thursday,0.126539908,1
208,1.27947753,0 - 20K,2.1647047,7.414772143,FALSE,Tuesday,1.62598848,1
209,0.481564938,40K - 60K,2.280161603,8.861269985,FALSE,Tuesday,1.535127294,1
210,10.608716,0 - 20K,1.437872818,8.61562552,FALSE,Thursday,6.859948564,0
211,10.85682467,0 - 20K,1.809932086,5.562600386,TRUE,Friday,5.65592241,0
212,0.958621774,0 - 20K,2.089685102,7.34284869,TRUE,Monday,6.728089135,1
213,16.87262891,20K - 40K,1.785559425,8.318795258,TRUE,Tuesday,6.85610655,1
214,8.973617884,0 - 20K,1.582036974,8.70710746,FALSE,Friday,6.932940323,0
215,4.265995595,0 - 20K,1.665256982,8.498072585,FALSE,Tuesday,6.815846865,0
216,0.512475342,60K+,2.287884402,7.692301,TRUE,Thursday,3.399106821,1
217,7.644919574,0 - 20K,2.35304328,8.822453592,TRUE,Thursday,6.73226931,1
218,13.97876852,0 - 20K,2.042090889,8.785373186,TRUE,Thursday,6.737045315,1
219,0.467834826,20K - 40K,2.302432333,8.828780027,TRUE,Thursday,4.613322081,1
220,5.343193144,20K - 40K,2.297574995,7.910217303,TRUE,Monday,6.55229496,1
221,7.70147893,0 - 20K,1.747952553,8.791755132,TRUE,Tuesday,6.819319531,0
222,1.352169444,20K - 40K,2.357561997,7.931004426,TRUE,Monday,6.882682975,1
223,1.856526258,40K - 60K,2.308665839,8.464842938,FALSE,Friday,1.340014729,1
224,2.038856447,0 - 20K,2.354914097,8.228003677,TRUE,Tuesday,6.886943032,1
225,5.440211973,0 - 20K,1.962489545,4.307638242,TRUE,Friday,4.680015169,0
226,0.150356503,20K - 40K,2.394943688,7.877211966,TRUE,Monday,2.159661834,0
227,1.044891469,0 - 20K,1.420717079,8.338349385,TRUE,Monday,5.739012599,0
228,0.747559367,0 - 20K,1.525655666,7.444306857,FALSE,Thursday,6.629457987,0
229,12.12781234,0 - 20K,1.439033298,8.724671246,FALSE,Thursday,6.941870375,0
230,0.526278583,0 - 20K,2.232873562,6.651489559,TRUE,Wednesday,6.15203177,0
231,0.724854375,20K - 40K,2.253446819,4.0921085,TRUE,Thursday,6.523166064,0
232,3.690664797,40K - 60K,2.339299942,8.637799913,FALSE,Thursday,0.589671048,1
233,9.497725217,20K - 40K,2.235009888,8.890035556,TRUE,Wednesday,6.52916367,1
234,6.625934689,0 - 20K,1.566731035,8.703423534,FALSE,Tuesday,5.545939615,0
235,0.29380754,40K - 60K,2.31242592,8.305022819,TRUE,Tuesday,3.331933271,1
236,0.38119602,20K - 40K,1.887924799,8.975579047,FALSE,Monday,5.732957474,1
237,5.480455379,40K - 60K,2.341246568,5.982104347,TRUE,Tuesday,1.751261305,0
238,11.02460314,20K - 40K,2.369558192,7.223766294,FALSE,Thursday,0.146863208,1
239,0.912483945,20K - 40K,1.940890612,8.981937421,FALSE,Friday,5.276399238,1
240,0.89811757,60K+,2.112997098,4.503642941,TRUE,Wednesday,2.934241153,0
241,0.010641571,40K - 60K,2.39288067,5.66026159,TRUE,Tuesday,6.091633879,1
242,6.855212622,0 - 20K,1.888965068,8.770517775,FALSE,Thursday,6.943264414,0
243,1.117479334,20K - 40K,2.30699949,8.394122567,FALSE,Tuesday,2.125586759,1
244,1.610125817,20K - 40K,2.334428516,8.66719051,FALSE,Tuesday,2.132574546,1
245,0.332398319,0 - 20K,1.638129285,8.101644694,TRUE,Tuesday,5.547715003,0
246,2.85754512,60K+,2.371892599,8.578250083,FALSE,Friday,0.337473671,1
247,1.665775587,0 - 20K,1.439745409,8.077655116,TRUE,Monday,5.147367315,0
248,2.165773503,20K - 40K,1.911642758,8.911906111,FALSE,Thursday,0.813899534,1
249,0.211598429,40K - 60K,2.16250686,8.960801772,FALSE,Wednesday,3.535362988,1
250,15.81604469,0 - 20K,1.660164192,8.292079304,TRUE,Friday,6.868927935,1
251,0.246261713,20K - 40K,2.195532519,8.867312438,FALSE,Tuesday,3.772289876,1
252,0.799075643,0 - 20K,2.178884164,6.454059721,TRUE,Tuesday,5.801716531,0
253,3.022693047,20K - 40K,2.354648559,8.492748511,TRUE,Friday,5.693013265,1
254,3.399190913,20K - 40K,2.242144775,8.903124532,FALSE,Wednesday,0.771295673,1
255,2.93187487,0 - 20K,1.678025405,8.488478671,FALSE,Wednesday,6.434619583,0
256,3.720338734,20K - 40K,2.352624302,6.81275307,TRUE,Tuesday,5.403942603,0
257,1.041643718,40K - 60K,2.127007153,4.31107493,TRUE,Thursday,5.46928092,0
258,1.193672047,0 - 20K,1.815122786,8.504585739,FALSE,Thursday,6.329607771,0
259,2.931934633,40K - 60K,2.067051409,8.396593265,TRUE,Friday,1.017018226,1
260,7.154291422,60K+,2.367284328,8.684042649,FALSE,Wednesday,0.396893522,1
261,2.401661968,0 - 20K,1.496835676,8.559878738,FALSE,Monday,6.282752556,0
262,0.547343479,0 - 20K,1.634587287,8.24733841,TRUE,Tuesday,5.772399022,0
263,0.357172053,0 - 20K,1.930953405,4.279126835,TRUE,Friday,6.674400502,0
264,0.350216639,20K - 40K,2.318245685,7.359606219,TRUE,Friday,5.126953981,1
265,3.80776677,0 - 20K,2.302208392,5.552679983,TRUE,Wednesday,6.710876831,0
266,14.82177011,40K - 60K,2.355382338,4.191734343,TRUE,Thursday,4.364564483,1
267,0.47556265,20K - 40K,2.392929744,8.975012628,TRUE,Wednesday,6.522861934,1
268,0.641068387,40K - 60K,2.38967757,4.44415668,TRUE,Monday,6.835409018,0
269,4.722531932,40K - 60K,2.386509002,7.03975368,FALSE,Tuesday,2.428977553,0
270,3.804695063,60K+,2.067348939,8.915076753,FALSE,Friday,0.762708291,1
271,0.212094935,0 - 20K,1.534349651,7.229092035,FALSE,Tuesday,4.068529055,0
272,1.017105383,40K - 60K,2.291309346,8.026228065,TRUE,Monday,1.427405616,1
273,0.897502833,0 - 20K,1.858300407,8.517368706,FALSE,Tuesday,3.649906376,0
274,2.578800439,0 - 20K,1.590782523,8.357201437,FALSE,Monday,4.824032383,0
275,7.345570291,0 - 20K,1.793576999,8.764946531,TRUE,Friday,6.734302345,0
276,3.445644244,60K+,2.062138437,8.832871255,TRUE,Friday,4.134117549,1
277,0.665064394,40K - 60K,2.231620206,4.19381238,TRUE,Friday,4.473039716,0
278,1.498198531,60K+,2.267726509,4.077450523,TRUE,Wednesday,6.565824668,0
279,4.277734458,0 - 20K,2.191189003,7.092414447,FALSE,Tuesday,0.365449602,1
280,2.442318653,0 - 20K,1.833731522,8.66747323,FALSE,Monday,4.256109732,0
281,0.160809309,20K - 40K,2.280784882,8.989175103,FALSE,Monday,6.532691015,1
282,0.248117429,0 - 20K,1.949686035,8.671227437,FALSE,Tuesday,3.316272378,1
283,0.861325476,40K - 60K,2.381309006,8.911179702,TRUE,Wednesday,5.119721611,1
284,2.294472705,0 - 20K,1.500142633,7.849350807,FALSE,Monday,5.934795716,0
285,2.363585345,40K - 60K,2.314174492,8.948571421,FALSE,Friday,3.711692604,1
286,5.778867975,20K - 40K,1.538581682,4.396941824,TRUE,Friday,5.991513532,0
287,7.495967608,60K+,2.374289325,8.438596169,FALSE,Friday,0.283045681,1
288,7.941837434,0 - 20K,2.336649208,7.580245173,FALSE,Thursday,0.444740481,1
289,0.360615753,0 - 20K,1.419079887,7.731570958,FALSE,Tuesday,6.383037663,0
290,7.407402807,0 - 20K,2.270501563,8.796246489,TRUE,Tuesday,6.156134527,0
291,0.273203166,0 - 20K,1.45344748,8.359793657,FALSE,Tuesday,3.796933233,0
292,2.951232135,0 - 20K,2.24946332,6.31956723,FALSE,Monday,0.436302971,1
293,2.128224738,0 - 20K,2.235113615,7.218577599,TRUE,Tuesday,6.709465824,1
294,1.023156875,40K - 60K,2.309158889,8.665386005,FALSE,Monday,0.695972648,1
295,3.583823514,20K - 40K,2.254732648,8.648731914,FALSE,Tuesday,0.249657875,1
296,8.560783171,0 - 20K,2.344326346,8.809540969,TRUE,Friday,6.514164151,1
297,0.550710498,20K - 40K,2.310526372,8.541515557,TRUE,Tuesday,3.462120561,1
298,0.189601047,0 - 20K,2.277287611,5.645284422,TRUE,Wednesday,6.467105673,0
299,5.68774536,0 - 20K,1.580388705,8.576467041,FALSE,Thursday,6.811494699,0
300,1.331690767,20K - 40K,2.048938946,4.114724452,TRUE,Thursday,6.183555757,0
301,1.59824891,20K - 40K,2.384538353,4.929410886,TRUE,Wednesday,5.52318283,0
302,11.2974142,20K - 40K,2.179498239,8.941573826,TRUE,Thursday,4.004300572,1
303,0.947172286,60K+,2.269392893,7.373383095,TRUE,Friday,2.565187818,1
304,1.875472729,20K - 40K,2.374851878,8.898615641,TRUE,Wednesday,5.828829832,1
305,15.19091754,0 - 20K,2.341287975,4.67281484,FALSE,Tuesday,0.109740784,1
306,2.709395206,60K+,2.324258373,7.443751849,FALSE,Thursday,0.151262064,1
307,2.938925113,20K - 40K,2.100267832,4.434385837,FALSE,Thursday,6.01284699,0
308,2.289128093,40K - 60K,2.105834032,7.645960468,TRUE,Thursday,1.929340768,1
309,0.453669303,60K+,2.361661824,8.761657122,TRUE,Friday,5.244901573,1
